지점,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조 시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),안개 계속시간(hr)
192,2021-01-01,-1.9,-8.4,641,4.5,1349,,,,,,,7,250,1355,3.9,250,1420,1.2,1043,-7.8,44,1554,65.3,3.4,1022.4,1028.6,955,1024.3,1542,1026.1,9.9,7.6,1100,1.89,11.37,,,,,,1.9,1,-.9,-10.7,,,,,,,,,,1.2,1.7,,
192,2021-01-02,-.4,-4.6,114,5.6,1405,,,,,,,8.8,340,1549,4.3,360,1531,1.2,1031,-8.8,29,1619,56.5,3.3,1023.9,1030.7,2326,1025,121,1027.7,9.9,8.4,1200,2.05,11.27,,,,,,2.6,1.6,.5,-7.5,,,,,,,,,,1.6,2.2,,
192,2021-01-03,.1,-5,306,5.7,1455,,,,,,,7.6,360,1431,3.7,340,1531,1.1,942,-12.3,24,1456,40.9,2.4,1028.6,1034,1023,1030.4,1,1032.4,9.9,6.5,1200,1.98,10.51,,,,,,6.9,4.3,-.1,-7.8,,,,,,,,,,1.4,2,,
192,2021-01-04,-1.5,-7.7,650,7.2,1436,,,,,,,3.6,140,1434,1.9,110,1437,.4,363,-8.6,31,1445,60.5,3.2,1027.1,1033.4,633,1028.3,1715,1030.9,9.9,8.5,1200,1.95,11.29,,,,,,2,.9,0,-9.9,,,,,,,,,,1.2,1.8,,
192,2021-01-05,-.4,-5.5,716,6.9,1147,,,,,,,9,360,1342,3.8,360,1315,1.2,1074,-10,25,1328,51.9,2.9,1023.5,1029,1,1025,1353,1027.2,9.9,3.7,1100,1.6,7.29,,,,,,5.9,3.9,.2,-7.5,,,,,,,,,,1.3,1.8,,
192,2021-01-06,-2.3,-8.1,809,2.2,1441,,,,,,,6,140,2157,3.2,230,2205,1.1,976,-12,34,1446,48,2.5,1020,1028.4,140,1018.9,2350,1023.8,9.9,8.6,1200,2,11.63,,,,,,4,1.6,-1.6,-11.3,,,,,,,,,,1.5,2.1,,
192,2021-01-07,-6.9,-12.1,2400,-1.3,147,,,,,,,11.5,340,1459,5.3,340,1517,2.7,2352,-18,26,1331,41.6,1.6,1020,1026.4,937,1018.5,16,1023.8,9.9,8,1200,2.2,12.38,,,,,,3,2,-2.9,-14.4,,,,,,,,,,1.2,1.8,,
192,2021-01-08,-9.1,-15.4,645,-1.9,1500,,,,,,,7,360,1633,3.2,360,1640,1,870,-18.5,28,1400,48,1.4,1019.6,1026.2,843,1020.2,1457,1023.5,9.9,8.4,1200,2.15,12.26,,,,,,1.4,0,-5.3,-16.8,,,,,,,,,,1.2,1.7,,
192,2021-01-09,-7,-14.8,718,.5,1441,,,,,,,5.9,20,2243,3,360,2247,1,865,-15.6,32,1442,52.9,1.8,1020,1026.1,2128,1020,1529,1023.8,9.9,8.5,1200,2.09,12.95,,,,,,.3,.1,-4.8,-16.5,,,,,,,,,,1.3,1.9,,
192,2021-01-10,-5.6,-12.9,630,1.9,1427,,,,,,,3.4,270,1219,1.9,290,1225,.6,509,-11.1,41,1337,66.8,2.7,1023.5,1029.2,923,1025.3,1356,1027.4,10,7,1200,2.07,11.03,,,,,,3.8,1.9,-3.8,-14.9,,,,,,,,,,.9,1.3,,
192,2021-01-11,-3.3,-7.9,453,1.3,1502,,,,,,,3,110,1211,1.6,90,1217,.4,373,-8.3,50,1301,69.1,3.3,1021.8,1030,1000,1021.7,2354,1025.6,10,1.6,1200,1.03,5.83,,,,,,7.4,5.9,-2.2,-9.7,,,,,,,,,,.6,.8,,
192,2021-01-12,-1.9,-10.4,709,5.4,1512,,,,,,,8.6,230,1615,4.8,250,1618,.8,729,-7.9,34,1451,66.6,3.4,1015.5,1021.8,6,1016.6,1602,1019.2,10,8.7,1100,2.19,12.3,,,,,,1.9,1.8,-2.1,-13.4,,,,,,,,,,1.4,2,,
192,2021-01-13,3.4,-4.8,800,11.8,1516,,,,,,,9.5,230,1509,4.3,250,1409,1.3,1085,-2.6,40,1514,67.4,5.1,1013.8,1019.3,2359,1014.7,1449,1017.5,10,8.3,1200,1.92,10.91,,,,,,.1,.1,.7,-7.8,,,,,,,,,,1.6,2.3,,
192,2021-01-14,3.3,-4.9,747,13,1428,,,,,,,3.9,70,1303,2.2,70,1251,.5,467,-2.6,31,1446,69.9,5.1,1018.4,1024.4,1001,1019.1,12,1022.1,10,8.7,1200,2,11.76,,,,,,1.1,1.1,1.2,-7.5,,,,,,,,,,1.5,2.2,,
192,2021-01-15,7.5,-1.9,625,15.6,1538,,,,,,,9.8,250,1407,4.4,250,1546,1.2,1057,3.1,56,1138,74.8,7.9,1013.5,1021.8,1,1014.1,1439,1017.1,10.1,4,1100,1.79,6.96,,,,,,6.8,4.4,3.6,-4.5,,,,,,,,,,1.2,1.7,,
192,2021-01-16,2.4,-2.1,2339,8.5,1417,,,,,,,7.4,340,1520,4,360,1528,1.3,1153,-8.5,18,1501,48.6,3.5,1018.3,1027.4,2337,1015.5,112,1022,10.1,8.8,1200,2.09,12.28,,,,,,3.3,1.8,2.4,-6,,,,,,,,,,2.3,3.3,,
192,2021-01-17,-1.6,-7,2330,3,1501,,,,,,,9.1,360,1254,4.9,360,1259,1.8,1598,-14.8,18,1426,38.1,2,1023.4,1029.1,936,1025.1,1515,1027.2,10.1,8.8,1200,2.28,13.74,,,,,,3,2.6,.2,-9.9,,,,,,,,,,1.5,2.2,0,
192,2021-01-18,-.8,-8.3,244,5.1,1706,,,,,,.2,11,230,1754,6.1,250,1647,1.9,1653,-8.1,35,1742,60.1,3.5,1018.2,1026.3,1,1018.1,1445,1022,10.1,3.1,1000,1.23,6.76,,,,,,5,3.6,-1,-10.4,,,,,,,,,,1.1,1.6,.2,
192,2021-01-19,-1.9,-8.2,729,5.6,1525,,,,,,,5.7,360,12,2.4,110,1514,.8,688,-13.3,21,1502,44,2.2,1027,1033.3,2151,1025.5,1,1030.8,10.1,8.8,1200,2.22,13.49,,,,,,.3,0,-.6,-11.5,,,,,,,,,,1.5,2.2,,
192,2021-01-20,-.4,-9.7,741,10.6,1529,,,,,,,4.5,250,1522,2.2,250,1530,.5,401,-7,27,1241,64,3.9,1026.7,1033.2,31,1027.8,1715,1030.4,10.2,8.9,1200,2.18,12.99,,,,,,2.5,.3,0,-11.5,,,,,,,,,,1.4,2,,
192,2021-01-21,5.2,-2.6,56,12.6,1503,,,,,,1.7,4.2,160,1324,2.1,200,1411,.6,556,1.2,48,1232,77.8,6.9,1020.8,1028.9,1,1020.7,2330,1024.5,10.2,5,1100,1.93,8.83,,,,,,5.6,4.5,3.9,-5.2,,,,,,,,,,1.1,1.5,2.9,
192,2021-01-22,7,5.1,230,9.8,1343,,,,,,1.2,2.3,290,103,1.3,290,117,.5,455,6.6,90,1353,97.5,9.8,1015.1,1020.7,1,1017.1,1603,1018.7,10.2,0,1000,.6,3.42,,,,,,8,7.8,7.1,5.4,,,,,,,,,,.4,.6,0,
192,2021-01-23,8.9,6.8,418,11.6,1426,,,,,,1.4,6.1,70,1804,2.8,360,1357,.8,681,6.8,68,1919,87.9,9.9,1014.9,1021.5,2333,1016.2,1409,1018.5,10.2,0,1000,.42,2.02,,,,,,9.8,9,7.7,6.3,,,,,,,,,,.6,.9,1.4,
192,2021-01-24,8,3,2224,11.6,1310,,,,,,0,7.9,70,1348,3.8,70,1543,1.4,1217,2.6,52,1314,70.4,7.4,1021.6,1028.9,2355,1021.2,4,1025.3,10.3,2.8,1000,1.57,7.43,,,,,,8.4,7.3,6.5,.4,,,,,,,,,,1.2,1.6,,
192,2021-01-25,6.3,-1.2,745,14.3,1542,,,,,,,6.2,50,1404,3.1,50,1409,1,835,1.7,40,1642,75.8,6.9,1022.5,1029.3,956,1023.4,2220,1026.1,10.3,9,1200,2.18,12.93,,,,,,4.4,3,5.2,-3.8,,,,,,,,,,1.8,2.6,2.8,
192,2021-01-26,4.7,1.5,2339,7.4,1648,,,,,,10.3,3.8,270,54,2.1,290,58,.6,506,3.9,83,115,94.5,8.1,1015.5,1023.5,1,1016.3,1447,1019.2,10.3,0,1200,.46,2.25,,,,,,7,6.4,4.8,-.7,,,,,,,,,,.4,.5,7.5,
192,2021-01-27,4.1,-1.2,447,11.4,1456,,,,,,,6.6,70,1122,3.5,70,1140,.9,820,-4.1,21,1559,61.5,4.6,1017.9,1023.8,945,1019.2,18,1021.6,10.3,8.9,1200,2.34,13.83,,,,,,3.6,1.8,4.1,-3.3,,,,,,,,,,2,2.9,,
192,2021-01-28,1.4,-3,250,10.7,1225,,,,,,,14.6,290,1509,7.6,270,1528,2.3,2023,-7,23,1151,58.1,3.7,1013.1,1021,1,1011.6,1309,1016.8,10.4,7.3,1200,2.17,11.64,,,,,,5,3,2.2,-5,,,,,,,,,,2.1,3,,
192,2021-01-29,-2.3,-6,733,3,1502,,,,,,,11,320,427,4.3,340,417,2.1,1772,-14.6,25,1408,39.4,2,1020.9,1027.6,2203,1020.5,3,1024.7,10.4,9.2,1200,2.43,14.95,,,,,,0,0,.8,-9,,,,,,,,,,1.8,2.6,,
192,2021-01-30,-.3,-9.2,713,9.1,1456,,,,,,,13,250,1445,6.2,250,1438,1.3,1142,-5.6,47,1504,69.4,4.2,1023.4,1029.6,2359,1023.9,1418,1027.2,10.4,6.1,1300,2.05,10.06,,,,,,2.6,1.8,.1,-10.4,,,,,,,,,,1.3,1.8,,
192,2021-01-31,3.1,-6,702,12.2,1433,,,,,,1,6,200,1506,2.6,250,1405,.5,452,-1.6,38,1211,74.6,5.6,1024.6,1032,927,1023.9,2359,1028.4,10.5,8.6,1200,2.14,12.77,,,,,,4.4,3.3,3.6,-8.4,,,,,,,,,,1.4,2.1,17,
192,2021-02-01,7.5,4.3,1,10.6,1111,,,,,,16,8.8,250,1353,3.4,250,1400,1,876,4.8,60,2054,84.5,8.7,1013.3,1023.9,1,1014,1529,1016.9,10.5,.3,1000,.93,3.1,,,,,,9,7.5,6,1.5,,,,,,,,,,1,1.5,,
192,2021-02-02,.4,-5.2,2359,7.5,13,,,,,,,9.9,20,922,4.5,360,1108,2.3,1957,-13.9,19,1214,36,2.2,1019.7,1025.9,2141,1017.8,1,1023.5,10.5,9.4,1200,2.53,15.96,,,,,,0,0,2.5,-8.5,,,,,,,,,,2.1,3,,
192,2021-02-03,-1.6,-8.5,656,5.1,1548,,,,,,,6.1,230,1438,2.9,110,1358,.8,657,-9.9,27,1604,56.3,2.9,1022.3,1029,836,1023.6,2349,1026.1,10.5,9.5,1200,2.47,15.78,,,,,,.9,.9,1.7,-10.5,,,,,,,,,,1.8,2.6,,
192,2021-02-04,2.4,-4,736,10,1609,,,,,,,6.6,360,1006,3.3,360,955,1,877,-9,17,1325,50.3,3.3,1021.1,1026.3,2400,1022.3,128,1024.8,10.6,9.4,1200,2.5,16.28,,,,,,1.6,1.5,3.3,-7.5,,,,,,,,,,2.4,3.5,,
192,2021-02-05,1.2,-7.1,611,8,1453,,,,,,,5.4,160,1509,2.7,160,1504,.7,591,-8.4,23,1252,52.5,3.3,1018.6,1026.5,54,1018.6,2130,1022.3,10.6,5.3,1100,1.93,10.31,,,,,,8,4.5,2.1,-9.4,,,,,,,,,,1.4,2,,
192,2021-02-06,4.1,-5.6,718,15,1540,,,,,,,5.7,290,1617,3.5,250,1713,.8,702,-1.4,37,1555,70.6,5.7,1013.3,1019.2,2,1014.6,1448,1017,10.6,9.6,1200,2.29,14.73,,,,,,0,0,4,-7.7,,,,,,,,,,2,2.9,,
192,2021-02-07,6.4,-2.1,706,15,1442,,,,,,,5.2,200,1512,2.3,160,1423,.8,656,-.9,31,1831,65.1,5.8,1016,1021.6,2349,1017.5,1,1019.6,10.7,9.3,1200,2.28,13.74,,,,,,2.9,2.1,5,-5.5,,,,,,,,,,2.5,3.6,,
192,2021-02-08,2.2,-2.8,2359,6.6,1306,,,,,,,9.9,360,1337,4.8,340,1720,2.1,1816,-14.4,19,1220,28.6,2,1021.8,1029,2358,1021.3,19,1025.5,10.7,9.7,1200,2.6,16.57,,,,,,1.3,0,2.9,-8.5,,,,,,,,,,2.6,3.7,,
192,2021-02-09,-.2,-8,721,9.1,1523,,,,,,,4.3,270,1533,2.4,250,1551,.7,580,-11.5,19,1502,46.6,2.6,1023.8,1030.2,926,1025.2,1706,1027.5,10.7,9.8,1200,2.61,16.79,,,,,,.6,0,2.6,-10.9,,,,,,,,,,2.2,3.1,,
192,2021-02-10,1.9,-7,629,13,1535,,,,,,,4.1,230,1624,2.5,200,1629,.5,475,-6.8,22,1348,57.9,3.7,1021.3,1027.2,215,1021.9,1454,1025,10.8,9.7,1200,2.46,15.48,,,,,,2.5,0,3.2,-9.7,,,,,,,,,,1.9,2.7,,
192,2021-02-11,4,-3.3,600,11.6,1554,,,,,,,3.7,90,1132,2.2,90,1140,.5,448,-2,31,1559,67.8,5.3,1021.6,1027.6,854,1023.2,1512,1025.3,10.8,3.1,1100,1.6,9.31,,,,,,9.6,3.8,3.5,-6.1,,,,,,,,,,1.2,1.7,,
192,2021-02-12,5.9,-1.3,720,16.1,1616,,,,,,,4.4,180,1712,2,270,1402,.4,372,-1.7,24,1519,63.9,5.5,1020.9,1025.8,849,1022.5,1517,1024.5,10.8,7.6,1200,2.4,12.96,,,,,,6.1,4.9,5.5,-3.5,,,,,,,,,,2,2.8,,
192,2021-02-13,7,-2.9,716,19.9,1547,,,,,,,4.1,230,1935,2.2,230,1935,.5,442,-2.5,19,1533,57.5,5.1,1020.1,1026.6,748,1020.7,1627,1023.7,10.9,9.9,1200,2.49,16.01,,,,,,.6,.1,6,-6.1,,,,,,,,,,2.6,3.6,,
192,2021-02-14,8.8,1.5,357,15.2,1432,,,,,,3.7,3.4,340,506,1.4,320,1139,.4,315,4.6,55,1249,76.4,8.7,1011.8,1022,9,1010.2,2346,1015.4,10.9,.8,1100,1.46,6.11,,,,,,7.6,6.5,7.9,-1.9,,,,,,,,,,.9,1.3,3.7,
192,2021-02-15,6,-1.6,2254,12.5,1140,,,,,,0,10.1,250,1443,5.7,250,1443,1.3,1147,-.9,28,1518,66.1,6.7,1005.8,1014.8,2348,1005.9,1438,1009.4,10.9,7.2,1300,2.39,13.1,,,,,,2.3,1.8,8.5,-5.1,,,,,,,,,,2,2.9,,
192,2021-02-16,.7,-6.4,723,8.1,1533,,,,,,0,11.7,230,1308,6,250,1729,1.9,1600,-7.3,27,1257,57.5,3.6,1011.8,1018.5,825,1011.1,1635,1015.5,11,8.9,1200,2.6,16.81,,,,,,2.3,1.4,3,-8.7,,,,,,,,,,2.4,3.4,0,
192,2021-02-17,-3,-5.5,2346,.2,1251,,,,,,,14.1,290,1304,6.9,270,1319,3.4,2897,-14.8,25,1719,40.4,2,1014,1019.5,2134,1015.3,1340,1017.7,11,9.7,1200,2.76,16.8,,,,,,3,2.3,1.4,-7.2,,,,,,,,,,2,2.8,,
192,2021-02-18,-2.5,-8.3,642,2.7,1545,,,,,,,10.4,360,1157,5.2,360,1158,1.8,1552,-12.5,30,1241,47.1,2.4,1016.9,1023.1,2359,1019.1,7,1020.6,11,10,1200,2.72,17.87,,,,,,.1,0,.9,-11.4,,,,,,,,,,1.9,2.7,,
192,2021-02-19,3.1,-8.9,637,13.2,1528,,,,,,,13,250,1729,7.3,250,1743,1.7,1440,-5.6,24,1521,57.6,4.2,1015,1023.3,219,1014.9,1712,1018.7,11.1,10.1,1200,2.75,18.86,,,,,,.4,0,3.3,-10.9,,,,,,,,,,3,4.3,,
192,2021-02-20,12.4,5.9,201,19.9,1501,,,,,,,7.6,270,1357,4.5,250,1417,2,1732,4.7,36,1356,61.6,8.6,1008.5,1015.1,1,1009.2,1450,1012,11.1,9.9,1200,2.47,15.72,,,,,,.8,0,8.3,2,,,,,,,,,,2.8,4,,
192,2021-02-21,13.7,3.5,659,23.3,1426,,,,,,,10.9,270,1547,4.8,250,1637,1.8,1519,4.3,26,1616,58.6,8.4,1009.1,1014.1,852,1010.1,1420,1012.6,11.1,10,1200,2.62,16.84,,,,,,.8,0,10.2,.8,,,,,,,,,,3.5,5,,
192,2021-02-22,14.3,8.1,835,21.8,1513,,,,,,,8.4,140,1252,4.3,110,1428,1.8,1598,3.9,23,2350,55.3,8.9,1009.7,1018.9,2359,1009,1451,1013.2,11.2,10,1200,2.49,16.04,,,,,,.6,0,12.3,4.5,,,,,,,,,,3.4,4.9,,
192,2021-02-23,6.9,.3,2358,14.3,1505,,,,,,,8.7,340,454,3.9,360,458,1.1,989,-10.9,11,1508,29.5,2.7,1019,1024.5,917,1018.9,1,1022.6,11.2,8.9,1200,2.44,14.74,,,,,,5.1,1.8,7.2,-4.5,,,,,,,,,,2.3,3.3,,
192,2021-02-24,3.6,-2.3,423,11.6,1514,,,,,,,3.8,180,1800,1.6,360,1018,.5,416,-10,14,1447,40.5,2.9,1021.3,1026.9,903,1023.1,1550,1025,11.3,2.9,1400,2.09,9.79,,,,,,6.9,3.3,5.2,-6.2,,,,,,,,,,1.5,2.1,,
192,2021-02-25,4.3,-1.4,130,8.3,1516,,,,,,2.6,3.6,250,1321,2.2,250,1322,.6,477,.6,59,1,77.5,6.7,1019.9,1025.4,13,1021.9,2400,1023.6,11.3,0,1500,.62,3.64,,,,,,9.3,8.6,4.6,-4.1,,,,,,,,,,.6,.8,5,
192,2021-02-26,8.7,4.9,127,13.9,1448,,,,,,2.4,8.9,50,1352,4.3,70,1402,1.5,1281,2.4,40,1558,67.9,7.4,1018.6,1025,2340,1019.7,1451,1022.2,11.3,4.4,1300,1.77,10.34,,,,,,8.9,6.3,8.1,3.5,,,,,,,,,,1.7,2.5,,
192,2021-02-27,7.4,3.4,243,12.5,1515,,,,,,,9,70,1133,4.6,70,1135,1.6,1343,-.4,41,1518,58.6,5.9,1025.4,1031,2128,1025,1,1029.1,11.4,4.7,1300,2.46,12.13,,,,,,7.4,5,7.2,-1.3,,,,,,,,,,2.1,3,,
192,2021-02-28,7.4,2.6,320,11.8,1141,,,,,,.2,4.4,90,1146,2.4,70,1149,.9,749,3.5,53,1142,77.1,8,1023.5,1030.3,146,1023.7,2358,1027.2,11.4,1.1,1100,1.98,7.36,,,,,,7.8,7.1,7.2,.1,,,,,,,,,,1,1.5,.3,
192,2021-03-01,11.1,7,443,16,1722,,,,,,38.6,9.6,160,1650,3.7,180,1338,1.2,1013,10.3,91,2056,95.4,12.8,1010.6,1023.7,1,1007.1,1834,1014.2,11.4,0,1200,.48,2.22,,,,,,9.8,9.3,10.5,6,,,,,,,,,,.5,.8,40.4,
192,2021-03-02,5.2,-.8,2354,10.8,1,,,,,,1.9,10.7,20,11,4,20,59,1.7,1447,1.1,52,1511,76.3,6.7,1019.4,1029.8,2314,1009.6,3,1023.1,11.5,7.9,1200,2.59,15.58,,,,,,5.9,5.3,9.6,-3.4,,,,,,,,,,1.7,2.5,,
192,2021-03-03,3.8,-3.3,602,11.1,1504,,,,,,,4.7,250,1639,2.7,230,1625,.7,620,-1.5,39,1429,71.6,5.5,1026.4,1033.4,820,1027.6,1702,1030.1,11.5,10,1200,2.68,18.26,,,,,,5,2.9,6.5,-5.9,,,,,,,,,,2,2.8,,
192,2021-03-04,5.2,.8,236,8.5,1255,,,,,,7.5,2.8,320,1941,1.6,270,1436,.5,463,3.6,68,1222,90,8,1021.1,1028.8,2,1020.9,2356,1024.7,11.5,0,1000,.72,3.26,,,,,,9.9,9.8,6,-1.2,,,,,,,,,,.6,.8,7.5,
192,2021-03-05,10.6,2.4,617,20,1537,,,,,,,6.4,20,1447,3.5,20,1441,.8,725,5.8,26,1546,77.5,9.3,1015.7,1021,1,1016.1,1528,1019.3,11.6,10.1,1200,2.9,19.34,,,,,,4.9,3.3,11.7,.3,,,,,,,,,,2.8,4,,
192,2021-03-06,7.6,2.2,624,15.8,1203,,,,,,,7.9,90,1435,4.1,70,1757,1.6,1353,3,52,1205,74.8,7.7,1022.8,1031.1,2343,1021,1,1026.4,11.6,5.4,1100,2.36,11.68,,,,,,6.5,4.9,8.5,-1.7,,,,,,,,,,1.9,2.7,,
192,2021-03-07,6.4,2.5,2400,11.8,1548,,,,,,,4.2,340,259,2.4,70,1604,1.1,927,1.3,51,1550,71,6.7,1024.8,1031.1,850,1025.6,1629,1028.4,11.6,4.1,1400,2.18,11.74,,,,,,6.8,6.4,9.1,-.4,,,,,,,,,,1.4,2,,
192,2021-03-08,7.3,-1,700,15.6,1522,,,,,,,5.4,90,1304,2.9,200,1540,.8,690,1.5,32,1505,71.5,6.9,1023.2,1029,923,1024.4,1610,1026.9,11.7,9.6,1200,2.91,18.91,,,,,,4.1,3,9.1,-3.3,,,,,,,,,,2.7,3.9,,
192,2021-03-09,9.2,4.5,2359,15.3,1532,,,,,,,5.7,180,1618,3,230,1704,.7,622,3.6,44,1328,70,7.9,1020.9,1026.8,848,1021.6,1553,1024.5,11.7,7.5,1300,2.84,16.66,,,,,,8.1,4.9,11.6,1.2,,,,,,,,,,2.3,3.2,,
192,2021-03-10,8.4,.5,502,18.1,1536,,,,,,,6.1,110,1318,3.7,110,1321,.9,809,.9,26,1550,63.8,6.5,1024.5,1030.7,2256,1024.7,33,1028.1,11.8,10.5,1200,2.94,20.08,,,,,,0,0,10.1,-3.4,,,,,,,,,,3.1,4.5,,
192,2021-03-11,9.4,.6,626,17.6,1550,,,,,,.7,5,270,1455,2.6,230,1534,.7,620,3.5,35,1429,71.1,8,1022.9,1030.6,844,1023.1,1721,1026.5,11.8,8.9,1300,2.6,17.34,,,,,,8.4,3.3,10.8,-2,,,,,,,,,,2.5,3.5,16.6,
192,2021-03-12,9,8.4,553,10.5,1612,,,,,,25.2,6.9,340,2155,2.8,340,2155,1.4,1252,7.4,75,2320,90.1,10.3,1016,1023.6,1,1017.1,1604,1019.6,11.8,0,1500,.66,2.98,,,,,,8.8,8.4,9.7,6.9,,,,,,,,,,.7,.9,9.3,
